,Sentence,sentiment
1797,oper profit margin compar year earlier,Positive
1798,market almost complet control three bank nordea op bank group sampo,Neutral
1799,net profit fell almost half million million end,Positive
1800,eq bank forecast olvi net sale eur second quarter oper profit eur mn,Positive
1801,head mobil servic teliasonera forecast mobil data volum teliasonera network sweden rise tb,Neutral
1802,belaru oao lidsko pivo breweri base grodno region report decreas output million decalit repres administr compani told,Neutral
1803,bridg built south exist bridg span strait,Neutral
1804,deal signific effect acquir compani equiti ratio,Negative
1805,risk exposur insur move expens function insur exclud expens invest manag expens servic render insur invest portfolio alloc,Negative
1806,compani also featur ethibel pioneer invest regist includ innovest global list world sustain corpor,Neutral
1807,valu agreement eur year,Positive
1808,glencor cut budget plan divest lonmin,Negative
1809,cash flow busi oper total eur mn compar neg eur mn first half,Negative
1810,compar ftse index rose point day rel price chang,Neutral
1811,moment valio worri ban continu long may becom quit problem,Negative
1812,zurich insur consid offer uk rival rsa insur,Neutral
1813,buy eukor car carrier percent stake grimaldi group sole owner swedish port wallhamn,Neutral
1814,destia oy finnish infrastructur construct servic compani build maintain design traffic rout industri traffic environ also complet live environ,Neutral
1815,alexandria march pertti salmi hanna vuolteenaho oulu finland sami viitasaari ii finland develop ornament design handset patent trademark offic announc,Neutral
1816,also strengthen ruukki offshor busi,Positive
1817,handset maker disclos financi detail,Neutral
1818,plant expect start product first half,Neutral
1819,restructur creat effici organ increas oper focu stabl profit lead effici product said bo annvik head specialti stainless,Positive
1820,electr requir network grow new mobil gener,Neutral
1821,order intak hand expect stronger,Positive
1822,net profit three month march fell million us million million year earlier finnish compani said,Positive
1823,ch expo freight major finnish fair exhibit cultur logist compani provid logist servic variou event land air sea,Positive
1824,chang regard virala oy ab ownership share tiimari taken place,Neutral
1825,proha plc euronext announc today may subsidiari safran softwar solut agre sell share safran north america llc sna hold invest group base norway,Positive
1826,oper profit total eur mn eur mn repres net sale,Positive
1827,finnish power suppli solut system provid efor oyj said net loss widen mln euro mln first quarter fiscal end octob euro mln period fiscal,Negative
1828,long gpro brealout trade,Neutral
1829,term condit stock option scheme avail group websit,Neutral
1830,net sale grew period million million million,Neutral
1831,oper margin howev slip drag poor perform enterpris solut,Negative
1832,trade name velta uk former uponor brand compani uponor partner suppli system particularli commerci industri build sector uk intern,Neutral
1833,dolc gabbana ask european union declar marimekko corpor unikko floral pattern trademark invalid continu disput two compani,Negative
1834,electron version requir hour copi custom client digit control custom watermark,Neutral
1835,contract cover suppli temporari heat equip lkab new pellet plant kiruna northern sweden,Neutral
1836,latin america current account approxim sale finnish va supplier telecom oper tecnotre compani presid ceo eero mertano told bnamerica,Neutral
1837,oper profit eur mn eur mn,Positive
1838,cash flow oper total eur mn compar neg eur mn second quarter,Negative
1839,present posit director stockmann intern depart store,Neutral
1840,junip tumbl warn cisco also lower http jnpr csco,Negative
1841,finnish rautaruukki sell precis tube automot compon process unit carl froh germani german arqu industri,Neutral
1842,forest certif voluntari system aim promot sustain forest manag commerci forest,Positive
1843,product low salt fat content,Negative
1844,updat reject ab inbev bln takeov approach,Negative
1845,poyri plccompani announc decemb pursuant poyri plc stock option program new share compani subscrib sinc octob stock option,Positive
1846,new unit becom one largest one within compani,Neutral
1847,case effect would neg finland,Negative
1848,price deliveri volum broadband product decreas significantli,Neutral
1849,kndi china electriccar maker china car sale also may feed tsla momentum run late,Neutral
1850,accord boss present cooper benefici parti howev,Positive
1851,cash flow oper rose eur mn eur mn,Neutral
1852,fiskar brand report net sale eur mn eur mn,Neutral
1853,annual report contain financi statement consolid financi statement report board director auditor report,Neutral
1854,cargotec also move servic instal busi roof servic center kalmar macgregor solut gothenburg,Positive
1855,compani board director would propos dividend per share,Positive
1856,hand finnish sawmil product decreas even,Positive
1857,new deal strengthen partnership telemig celular tecnomen start sinc begin telemig prepaid oper,Positive
1858,tesco lead leap ftse mark spencer drop,Neutral
1859,ssh commun secur corpor headquart helsinki finland,Positive
1860,rise cost forc packag produc huhtamaki axe job hampshir manufactur plant,Negative
1861,compani design manufactur market advanc composit product industri applic consum good alpin nordic walk pole floorbal stick antenna radom,Positive
1862,unilev turun sinappi made sweden hold market,Neutral
1863,thu group balanc sheet goodwil compani ad,Neutral
1864,vanhanen said strike would extrem damag particip report begin arriv finland eu summit russian presid vladimir putin lahti kilomet mile north helsinki,Negative
1865,border guard servic ban moor compani ferri test travel termin russian port border checkpoint yet readi,Negative
1866,financ project come mainli china,Neutral
1867,purchas oper part yit strategi expand offer build system servic geograph,Positive
1868,finnish govern announc wednesday sold percent stake chemic fertil group kemira oyj million million send compani share price percent,Positive
1869,fair valu compani invest properti went bn end septemb bn year earlier,Positive
1870,gener seventeen consecut quarter posit cash flow oper,Positive
1871,konecran oyj fh fell percent euro biggest fall sinc june,Neutral
1872,capman said deal effect cash flow total transact would affect financi result execut fair valu,Positive
1873,vianor sell tire car truck well rang car part provid mainten servic,Positive
1874,patrick jeambar also continu respons innov health safeti environ hsea function ahlstrom corpor,Positive
1875,found strand associ provid civil environment transport electr mechan engin servic employe offic wisconsin alabama illinoi indiana kentucki ohio,Neutral
1876,royal mail share price ralli amid posit broker comment,Positive
1877,share standard charter stan rose ftse royal bank scotland rb share rose barclay share barc bc,Positive
1878,purpos possibl acquisit pkc would establish subsidiari poland,Neutral
1879,main busi area glass machineri group glaston technolog global market leader glass process machin,Neutral
1880,oper profit fell eur mn eur mn second quarter,Positive
1881,lithuanian beer maker sold million liter beer rise per cent figur million liter,Neutral
1882,negoti carri construct manner parti tri find solut situat,Positive
1883,result compani current anticip net sale increas oper result posit,Positive
1884,compani confirm estim lower revenu whole given interim report august,Negative
